Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,사업장명,인허가일자,영업상태명,폐업일자,지번주소,도로명주소,좌표정보(X),좌표정보(Y),소재지면적,가격대,위도,경도,지하철역과거리,주변저가형카페수,주변중저가형카페수,주변고가형카페수,주변평균월세,주변유동인구수
424,429.0,429.0,429.0,목동신트리점 이디야커피,20200601,영업/정상,,서울특별시 양천구 신정동 1267번지 뉴프라자 ,"서울특별시 양천구 신정로 312, 뉴프라자 1층 115호 (신정동)",187158.467033065,445678.076325463,93.65,중저가,37.5132375307506,126.85264956014863,0.5727447400176142,1.0,0.0,0.0,28.6,2067162.0
425,430.0,430.0,430.0,이디야커피 신월사거리점,2020-05-15,영업/정상,,서울특별시 양천구 신월동 146-1 1층,"서울특별시 양천구 남부순환로 353, 1층 (신월동)",184812.482120484,448173.074290423,126.40,중저가,37.53568146282756,126.82606277953089,1.438278667034221,2.0,1.0,1.0,34.88888888888889,974845.0
426,431.0,431.0,431.0,이디야 목동로데오점,2020-07-31,폐업,2023-11-17,"서울특별시 양천구 신정동 899-5 101호,201호","서울특별시 양천구 목동로 219, 101호,201호 (신정동)",187892.354708086,447311.563663095,144.88,중저가,37.52796510283062,126.860923397995,0.3828527080648295,0.0,2.0,1.0,34.88888888888889,1629059.0
427,432.0,432.0,432.0,이디야 목동아델리체점,20210622,영업/정상,,서울특별시 양천구 신정동 1175-28 래미안 목동아델리체 ,"서울특별시 양천구 중앙로43길 14, 상가111동 104호 (신정동, 래미안 목동아델리체)",186843.527694803,446208.057080629,66.15,중저가,37.51800816573082,126.8490778075204,0.4029979867539556,2.0,0.0,2.0,32.74444444444444,3666464.0
428,433.0,433.0,433.0,이디야커피 신월5동점,20181210,영업/정상,,서울특별시 양천구 신월동 54-1 2층,"서울특별시 양천구 화곡로 50, 2층 (신월동)",184678.753937033,448560.750340249,150.41,중저가,37.53917216012612,126.82454163229689,1.4513490369564257,0.0,0.0,1.0,28.6,3279851.0
429,434.0,434.0,434.0,이디야커피,20140217,폐업,20181211,서울특별시 양천구 신월동 50-4번지 1층 ,"서울특별시 양천구 가로공원로 113, 1층 (신월동)",184783.397041118,448230.469938283,135.78,중저가,37.53619811005852,126.82573251120009,1.4413560993128909,2.0,1.0,2.0,28.6,974845.0
430,435.0,435.0,435.0,이디야,20090527,폐업,20131126,서울특별시 양천구 신정동 899-5번지 1층 ,"서울특별시 양천구 목동로 219 (신정동, 1층)",187892.354708086,447311.563663095,27.00,중저가,37.52796510283062,126.860923397995,0.3828527080648295,0.0,2.0,1.0,28.6,1629059.0
432,437.0,437.0,437.0,이디야커피삼각지역점,20190605,폐업,20220812,서울특별시 용산구 한강로1가 50-1 용산파크자이,"서울특별시 용산구 한강대로 205, 1층 C3호 (한강로1가, 용산파크자이)",197514.145785647,448264.322314594,41.57,중저가,37.53662614792345,126.96977221851432,0.3750661074682777,1.0,0.0,0.0,28.6,3310202.0
433,438.0,438.0,438.0,이디야 화곡로점,20150108,영업/정상,,서울특별시 강서구 화곡동 1067-20번지 (지상 2층) ,"서울특별시 강서구 화곡로 133, 2층 (화곡동, 3동)",185478.525350246,448746.607190381,229.32,중저가,37.5408597021395,126.83358714256596,0.6369499369978279,2.0,0.0,2.0,28.6,6751694.0
434,439.0,439.0,439.0,이디야 등촌동점,20170519,폐업,20221215,서울특별시 강서구 염창동 273-9 우리프리머스 (지상 1층) 101동 101~102호,"서울특별시 강서구 공항대로61길 20, 101동 1층 101~102호 (염창동, 윌프리머스)",188079.524304513,449956.213811329,60.23,중저가,37.55179558764036,126.8629977073034,2.2826644598010777,1.0,0.0,2.0,28.6,6015437.0
435,440.0,440.0,440.0,이디야 마곡나루역점,2017-04-14,폐업,2024-03-13,"서울특별시 강서구 마곡동 760-0 마곡나루역보타닉푸르지오시티 (지상 1층) 103~104, 130호","서울특별시 강서구 마곡중앙5로 6, 마곡나루역보타닉푸르지오시티 1층 103~104, 130호 (마곡동)",184646.580818167,451684.726858384,110.12,중저가,37.56731822465169,126.824111986235,0.6284892878245274,2.0,1.0,3.0,28.6,1544395.0
436,441.0,441.0,441.0,이디야커피(우장산동점),20161207,영업/정상,,"서울특별시 강서구 화곡동 84-4 (우장산동), 우장빌딩 102~3호","서울특별시 강서구 우현로 15, 1층 102~103호 (화곡동, 우장산동, 우장빌딩)",186110.036820382,449447.450704786,81.84,중저가,37.54718399155942,126.84071937364624,0.4421868138426335,2.0,0.0,1.0,28.6,4052678.0
437,442.0,442.0,442.0,이디야커피(까치산역),20170525,영업/정상,,서울특별시 강서구 화곡동 349-15번지 (지상 1층) ,"서울특별시 강서구 강서로17길 6, 1층 (화곡동, 1동)",186250.204082298,447918.395992329,130.00,중저가,37.53340948461405,126.84233425685458,0.3594931363581674,3.0,1.0,2.0,28.6,1853034.0
438,443.0,443.0,443.0,이디야 송정역점,20131218,영업/정상,,서울특별시 강서구 공항동 53-1번지 2층 ,"서울특별시 강서구 공항대로 24, 2층 (공항동)",183138.805912097,451002.52504041,142.32,중저가,37.561145237261,126.80706125308656,0.3058934307773727,2.0,0.0,2.0,28.6,1022345.0
439,444.0,444.0,444.0,이디야등촌3동점,2011-10-04,폐업,2023-04-21,서울특별시 강서구 등촌동 700-0 플러스존 (지상 1층) 101호,"서울특별시 강서구 공항대로41길 34, 1층 101호 (등촌동, 3동 플러스존)",186299.74267687,450792.016505679,39.96,중저가,37.55930120830966,126.8428408628015,1.2556198235547482,3.0,1.0,2.0,28.6,284729.0
440,445.0,445.0,445.0,이디야강서점,20110125,영업/정상,,서울특별시 강서구 화곡동 981-1번지 외 2필지 서광프리메라 (지상 1층) 104호,"서울특별시 강서구 화곡로 292, 1층 104호 (화곡동, 6동 서광프리메라)",186566.56370681,449792.886211993,68.93,중저가,37.550303119092746,126.8458790596475,0.8430133601025708,3.0,0.0,0.0,28.6,1278572.0
441,446.0,446.0,446.0,이디야 커피(화곡사거리점),20120113,영업/정상,,서울특별시 강서구 화곡동 342-53번지 (지상 1층) ,"서울특별시 강서구 곰달래로 135, 1층 (화곡동, 8동)",186488.646903349,447627.013646953,26.40,중저가,37.53078769645413,126.84503735151736,0.2225807312625887,4.0,1.0,3.0,28.6,10841896.0
442,447.0,447.0,447.0,이디야 강서NC점,2014-06-10,영업/정상,,서울특별시 강서구 등촌동 674-2 (지상 1층) 가동,"서울특별시 강서구 강서로54길 11, 가동 1층 (등촌동, 3동)",185729.584944184,450796.836685705,62.70,중저가,37.55933594726001,126.83638784801408,1.004018092448228,2.0,0.0,8.0,34.88888888888889,1272619.0
443,448.0,448.0,448.0,이디야 커피,20170714,영업/정상,,서울특별시 강서구 방화동 580-130 (지상1층),"서울특별시 강서구 방화동로 95, 1층 (방화동, 2동)",183372.640404589,451878.776177582,80.00,중저가,37.56904438216829,126.80968786459754,0.5021544343853824,2.0,0.0,0.0,28.6,2520592.0
444,449.0,449.0,449.0,이디야커피 곰달래점,2014-07-08,폐업,2023-07-27,서울특별시 강서구 화곡동 938-18 1층,"서울특별시 강서구 곰달래로 52, 1층 (화곡동, 1동)",185665.130573245,447530.329627411,46.28,중저가,37.529904099347085,126.83572241693452,0.9743324328688286,1.0,0.0,0.0,28.6,5813905.0
445,450.0,450.0,450.0,이디야커피,20130411,영업/정상,,서울특별시 강서구 방화동 614-34번지 101호,"서울특별시 강서구 방화동로 37, 1층 101호 (방화동, 2동)",183215.243871182,451340.642780547,50.54,중저가,37.56419302468591,126.80791861634508,0.3782751904100499,3.0,0.0,0.0,28.6,1842615.0
446,451.0,451.0,451.0,이디야커피가양역점,2013-06-03,영업/정상,,서울특별시 강서구 등촌동 628-0 노블리움오피스텔 (지상 1층) 111호,"서울특별시 강서구 양천로 500, 1층 111호 (등촌동, 1동 노블리움오피스텔)",187170.110575392,450924.415484057,53.82,중저가,37.56050669119136,126.85268917519622,1.905865891411341,1.0,0.0,5.0,28.6,185040.0
447,452.0,452.0,452.0,이디야커피,2013-03-13,영업/정상,,서울특별시 강서구 염창동 264-37 1층,"서울특별시 강서구 양천로 684, 1층 (염창동)",188615.453159,449827.102397602,49.50,중저가,37.5506391189528,126.86906464607006,2.70279163506189,1.0,0.0,0.0,28.6,8145401.0
448,453.0,453.0,453.0,이디야 마곡퀸즈파크9점,20180405,영업/정상,,서울특별시 강서구 마곡동 797-1 퀸즈파크나인 4층 C동 409호,"서울특별시 강서구 공항대로 247, 퀸즈파크나인 C동 4층 409호 (마곡동)",185365.0,450789.0,102.92,중저가,37.55925959806771,126.83226171135036,0.6447328225169829,3.0,0.0,7.0,28.6,1272619.0
449,454.0,454.0,454.0,이디야 등촌역점,20120322,영업/정상,,서울특별시 강서구 등촌동 509-1 (지상 1층) ,"서울특별시 강서구 등촌로 217, 1층 (등촌동, 2동)",187850.900168717,449663.900483305,36.00,중저가,37.54915887860646,126.86041530912595,1.941268755844352,1.0,0.0,1.0,28.6,2923919.0
450,455.0,455.0,455.0,이디야 공진초점,2020-02-24,폐업,2024-03-13,"서울특별시 강서구 마곡동 798-12 마곡엠리체 101,102호","서울특별시 강서구 마곡중앙1로 26, 마곡엠리체 101,102호 (마곡동)",184367.982740868,450720.166345256,61.91,중저가,37.558622978843474,126.82097917451576,0.4030823563655986,0.0,0.0,2.0,28.6,2208890.0
451,456.0,456.0,456.0,이디야 방화사거리점,20141120,영업/정상,,서울특별시 강서구 방화동 569-12번지 해성빌딩 (지상 1층) 106~107호 ,"서울특별시 강서구 양천로 72, 1층 106~107호 (방화동, 1동 해성빌딩)",183306.751602566,452339.893234091,52.32,중저가,37.57319777176895,126.80893151730548,0.2963711590375707,1.0,0.0,0.0,28.6,215245.0
452,457.0,457.0,457.0,이디야 커피 마곡 엠밸리점,20170203,폐업,20221019,서울특별시 강서구 마곡동 768-2 외 1필지 동익드미라벨복합빌딩 (지상 1층) 106호,"서울특별시 강서구 마곡서로 101, 1층 106호 (마곡동, 방화 1동 동익드미라벨복합빌딩)",184386.0,451226.0,60.80,중저가,37.56318077090579,126.8211722797024,0.4717860515191443,0.0,0.0,0.0,28.6,2278541.0
453,459.0,459.0,459.0,이디야커피 내발산점,2021-04-26,폐업,2024-08-09,"서울특별시 강서구 내발산동 677-11 영종빌딩, 1층 1,2,3호","서울특별시 강서구 강서로 304, 영종빌딩 1층 1,2,3호 (내발산동)",185501.192674693,450063.542909301,67.20,중저가,37.55272549028617,126.83381750386188,0.4516439119743542,2.0,1.0,1.0,34.88888888888889,269232.0
454,460.0,460.0,460.0,이디야 화곡본동시장점,20210623,영업/정상,,서울특별시 강서구 화곡동 98-83 1층 ,"서울특별시 강서구 까치산로4길 11, 1층 (화곡동)",186170.340826232,448896.720002882,53.00,중저가,37.54222288209503,126.84141219070152,0.1227074572456049,1.0,0.0,0.0,28.6,7337603.0
455,461.0,461.0,461.0,이디야 마곡헤리움점,20201116,영업/정상,,서울특별시 강서구 마곡동 758-3 마곡헤리움2차(지상 1층) 108호,"서울특별시 강서구 마곡중앙5로1길 25, 마곡헤리움2차 1층 108호 (마곡동)",184590.0,451902.0,56.02,중저가,37.56927487250351,126.82346696499786,0.5858683440542882,2.0,1.0,3.0,28.6,1544395.0
456,462.0,462.0,462.0,이디야까치산로점,20181121,영업/정상,,서울특별시 강서구 화곡동 1167-0번지 (지상 1층) 101~102호,"서울특별시 강서구 까치산로 182, 1층 101~102호 (화곡동)",187017.52273534,450120.96316053,90.84,중저가,37.553265543231824,126.85097647363447,1.3601679760802947,1.0,2.0,4.0,34.88888888888889,7546639.0
457,463.0,463.0,463.0,이디야커피까치산역점,20140113,폐업,20161027,서울특별시 강서구 화곡동 343-51번지 (지상 1층) ,"서울특별시 강서구 강서로 45, 1층 (화곡동, 1동)",186354.318029524,447736.830299049,33.00,중저가,37.53177514809161,126.8435155762948,0.256503320584911,4.0,2.0,3.0,28.6,10841896.0
458,464.0,464.0,464.0,이디야 김포공항역점,20150506,폐업,20200508,서울특별시 강서구 방화동 886번지 (지하2층) ,"서울특별시 강서구 하늘길 지하 77, 지하2층 2005호 (방화동, 2동, 5호선 김포공항역 1번출구)",182524.823835629,451438.25089679,53.97,중저가,37.565059576801474,126.80010176408638,0.3336312132785442,0.0,0.0,1.0,34.88888888888889,40811.0
459,465.0,465.0,465.0,이디야 염창역점,20150128,폐업,20200102,서울특별시 강서구 염창동 282-22번지 (지상 1층) 102호,"서울특별시 강서구 공항대로 629, 1층 102호 (염창동)",188872.058097899,449451.023714108,57.51,중저가,37.54725384181655,126.87197424583827,2.446412342763583,2.0,0.0,2.0,47.12222222222224,1921571.0
460,466.0,466.0,466.0,이디야커피 마곡대방디엠씨티점,20170309,폐업,20210125,서울특별시 강서구 마곡동 776-2 외 1필지 마곡센트럴대방디엠시티오피스텔 (지하 1층) 108일부호,"서울특별시 강서구 양천로 344, 지하 1층 108일부호 (마곡동, 가양 1동 마곡센트럴대방디엠시티오피스텔)",185798.0,451778.0,63.70,중저가,37.56817714615248,126.83714307573236,0.6949163463723633,2.0,0.0,2.0,47.12222222222224,1339129.0
461,467.0,467.0,467.0,이디야커피(화곡역점),20130415,폐업,20211129,서울특별시 강서구 화곡동 1075-12 1층 ,"서울특별시 강서구 강서로 161, 1층 (화곡동, 1동)",185839.377143593,448776.177822354,33.00,중저가,37.54113176574205,126.83766960516218,0.2758801414025656,1.0,0.0,6.0,47.12222222222224,7337603.0
462,468.0,468.0,468.0,이디야커피 목동사거리점,20131209,폐업,20200513,서울특별시 강서구 화곡동 782-1번지 (지상 1층) ,"서울특별시 강서구 등촌로 15, 1층 (화곡동, 4동)",187868.192160081,447679.060113622,66.00,중저가,37.5312758957865,126.86064394686076,0.6742246767712574,2.0,0.0,1.0,47.12222222222224,125840.0
463,469.0,469.0,469.0,이디야커피,20120426,폐업,20201102,서울특별시 강서구 내발산동 677-10 (지상 1층) ,"서울특별시 강서구 강서로 306, 1층 (내발산동, 우장산동)",185507.16039174,450080.816861473,30.00,중저가,37.55288122056725,126.83388469666724,0.4637775756298967,2.0,1.0,1.0,47.12222222222224,269232.0
464,470.0,470.0,470.0,이디야 신도림메르디앙점,20190111,영업/정상,,서울특별시 구로구 신도림동 387-3번지 신도림월드메르디앙오피스텔 101호,"서울특별시 구로구 신도림로 65, 신도림월드메르디앙오피스텔 1층 101호 (신도림동)",189505.317155412,445273.42270345,64.00,중저가,37.509621442700215,126.87920021211248,0.6186413159847705,0.0,0.0,0.0,47.12222222222224,2731150.0
465,471.0,471.0,471.0,이디야커피 구로역광장점,20200114,영업/정상,,"서울특별시 구로구 구로동 603-9번지 스타팰리스 1층 109,110호 ","서울특별시 구로구 경인로 572, 스타팰리스 1층 109,110호 (구로동)",189416.041362587,444576.537817778,79.20,중저가,37.50334151445463,126.87820056232364,1.2870784260716297,0.0,0.0,3.0,70.85555555555555,2731150.0
466,472.0,472.0,472.0,이디야커피 구로NC점,20211025,영업/정상,,서울특별시 구로구 구로동 497-5 세일빌딩 ,"서울특별시 구로구 구로동로 240, 세일빌딩 1층 103호 (구로동)",189556.142460589,444208.154113814,66.00,중저가,37.500023994597406,126.87979027473487,1.3455519242517575,0.0,1.0,3.0,47.12222222222224,2731150.0
467,473.0,473.0,473.0,이디야 구로궁동점,20210625,영업/정상,,서울특별시 구로구 궁동 279-8 ,"서울특별시 구로구 오리로 1304, 1층 (궁동)",184845.352596193,443966.119987477,151.80,중저가,37.497777681140604,126.82652174844752,0.8422596696864272,0.0,0.0,0.0,47.12222222222224,847651.0
468,474.0,474.0,474.0,이디야커피 개봉중앙점,2013-06-10,폐업,2024-05-01,서울특별시 구로구 개봉동 358-20 1층,"서울특별시 구로구 개봉로3길 26 (개봉동, 1층)",187096.24088837,442707.912976121,73.00,중저가,37.486475612287045,126.85199806511991,0.8118416589539583,2.0,0.0,0.0,47.12222222222224,1954318.0
469,475.0,475.0,475.0,이디야 구로중앙점,2012-10-08,폐업,2024-05-29,서울특별시 구로구 구로동 144-15,"서울특별시 구로구 도림로 79, 1층 (구로동)",190381.458298972,443104.16011184,36.00,중저가,37.49008605209391,126.88913817028546,0.4829267878407693,2.0,0.0,0.0,47.12222222222224,5768317.0
470,476.0,476.0,476.0,이디야 고대병원구로점,2017-05-18,폐업,2023-07-19,서울특별시 구로구 구로동 413-10 지상1층,"서울특별시 구로구 구로동로 157, 지상1층 (구로동)",189611.660798297,443380.493084138,98.82,중저가,37.49256742030709,126.88042987583364,0.9438084244188224,2.0,0.0,1.0,47.12222222222224,4967481.0
